PAN_Inside:,PAN_Outside:,Ambient_Temp:,Glass_Temp:,Ind_Current:,Mag_Current:,empty_pan,Induction_Power:
100.77,95.64,33715.92,33,191,0.36,0,
101.33,96.24,32753.59,33,191,0.35,0,
101.37,95.64,33613.74,33,191,0.37,0,
101.07,96.12,33664.8,33,191,0.37,0,
100.73,95.72,33818.3,33,191,0.38,0,
100.8,96.04,33869.58,33,191,0.39,0,
101.22,96.2,32904.3,33,191,0.37,0,
101.07,96.16,33005.04,33,191,0.35,0,
101.33,95.64,34075.19,33,191,0.35,0,
101.14,95.72,33818.3,33,191,0.38,0,
101.37,96.2,33207.11,33,191,0.36,0,
101.07,96.2,34023.71,33,191,0.38,0,
101.37,95.96,37865.01,33,191,0.39,0,
101.29,96.08,33613.74,33,191,0.38,0,
101.14,96.12,33664.8,34,191,0.36,0,
101.22,96.08,33869.58,34,191,0.35,0,
101.1,96.36,33869.58,34,191,0.36,0,
101.44,95.88,33715.92,34,191,0.37,0,
101.33,96.12,33869.58,34,191,0.36,0,
101.4,95.8,33972.28,34,191,0.36,0,
101.29,95.96,32803.77,34,191,0.36,0,
100.99,96.2,33972.28,34,191,0.37,0,
100.99,96.44,36123.79,34,191,0.37,0,
101.03,96.44,34075.19,34,191,0.38,0,
101.37,95.76,33920.91,34,191,0.38,0,
101.59,95.8,34023.71,34,191,0.37,0,
101.14,96.28,34853.64,34,191,0.36,0,
101.67,96.36,32854.01,34,191,0.39,0,
101.1,96.52,34126.72,34,191,0.36,0,
101.22,96.4,33920.91,34,191,0.35,0,
101.29,96.44,33308.46,34,191,0.37,0,
101.29,96.44,23674.88,34,191,0.37,0,
101.37,96.44,33869.58,34,191,0.37,0,
101.37,96.44,33818.3,35,191,0.38,0,
101.52,96.24,34023.71,34,191,0.37,0,
101.4,96.68,34023.71,35,191,0.37,0,
101.44,96.36,33308.46,35,191,0.35,0,
101.37,96.79,33207.11,35,191,0.37,0,
101.63,96.99,33207.11,35,191,0.38,0,
101.22,96.87,34229.94,35,191,0.36,0,
101.67,96.24,34023.71,35,191,0.37,0,
101.18,96.4,34023.71,35,191,0.37,0,
101.59,96.83,33818.3,35,191,0.36,0,
100.99,96.2,32703.46,35,191,0.38,0,
101.59,96.68,34023.71,35,191,0.4,0,
101.25,96.28,33359.21,35,190,0.36,0,
101.52,96.68,34023.71,35,190,0.37,0,
101.25,96.87,34644.9,35,191,0.34,0,
101.52,96.87,34437,35,190,0.36,0,
101.22,96.44,34385.16,35,190,0.37,0,
101.33,96.91,32304.24,35,190,0.36,0,
101.67,96.68,33767.09,35,191,0.37,0,
101.67,96.28,34437,35,191,0.37,0,
101.22,96.83,35010.75,35,191,0.38,0,
101.33,96.99,33818.3,35,191,0.39,0,
101.63,96.75,34075.19,35,191,0.35,0,
101.44,96.87,35750.18,35,191,0.36,0,
101.1,96.48,33257.75,35,191,0.35,0,
101.22,96.91,34126.72,35,191,0.36,0,
101.59,97.15,34229.94,35,191,0.35,0,
101.63,96.75,33055.47,35,191,0.36,0,
101.63,97.38,34229.94,36,191,0.38,0,
101.1,96.99,34644.9,35,191,0.38,0,
101.74,96.44,34749.16,36,191,0.37,0,
101.22,97.15,34229.94,36,191,0.36,0,
101.55,96.91,34644.9,36,191,0.37,0,
101.14,97.15,36446.1,36,191,0.37,0,
101.7,96.99,34540.84,36,191,0.36,0,
101.67,97.03,34023.71,36,191,0.35,0,
101.63,97.03,34229.94,36,191,0.35,0,
101.67,96.87,34853.64,36,191,0.36,0,
101.29,97.15,35379.17,36,191,0.35,0,
101.33,97.15,36553.96,36,191,0.36,0,
101.14,96.91,34126.72,36,191,0.34,0,
101.74,97.54,33818.3,36,191,0.37,0,
101.67,97.46,33715.92,36,191,0.37,0,
101.33,97.15,35063.23,36,191,0.36,0,
101.67,96.95,34697.01,36,191,0.37,0,
101.67,96.91,34644.9,36,191,0.36,0,
101.59,97.31,34749.16,36,191,0.36,0,
101.63,97.31,34437,36,191,0.36,0,
101.74,97.46,34075.19,37,191,0.37,0,
101.18,96.99,34905.95,36,191,0.36,0,
101.63,97.46,35379.17,36,191,0.37,0,
101.74,97.07,33767.09,37,191,0.37,0,
101.74,96.99,33055.47,36,191,0.36,0,
101.74,97.38,34853.64,36,191,0.36,0,
101.67,97.23,34540.84,37,191,0.37,0,
101.22,97.15,35063.23,37,191,0.37,0,
101.59,97.38,34540.84,37,191,0.37,0,
101.37,97.15,34853.64,37,191,0.36,0,
101.85,97.15,33818.3,37,191,0.37,0,
101.37,97.54,35063.23,37,191,0.37,0,
101.37,97.54,34644.9,37,191,0.37,0,
101.67,97.46,34644.9,37,191,0.37,0,
101.67,97.31,33818.3,37,191,0.35,0,
101.7,97.7,33105.97,37,191,0.39,0,
101.7,97.66,34644.9,37,191,0.36,0,
101.37,97.54,34905.95,37,191,0.36,0,
101.63,97.5,34333.36,37,191,0.34,0,
101.59,97.38,34853.64,37,191,0.37,0,
101.25,97.38,35063.23,37,191,0.36,0,
101.7,97.54,35432.02,37,191,0.37,0,
101.33,97.46,34126.72,37,191,0.38,0,
101.67,97.5,34644.9,37,191,0.34,0,
101.78,97.7,34437,37,191,0.36,0,
101.7,97.66,34958.33,37,191,0.37,0,
101.78,97.03,34905.95,37,191,0.38,0,
101.55,97.54,34697.01,37,190,0.36,0,
101.74,97.54,34801.38,37,191,0.38,0,
101.03,96.79,34229.94,37,190,0.38,0,
101.59,97.7,35803.39,37,191,0.37,0,
101.78,97.46,36123.79,37,191,0.39,0,
101.89,98.16,34488.9,37,191,0.38,0,
101.4,97.42,35063.23,37,191,0.37,0,
101.74,97.46,33715.92,37,191,0.36,0,
101.74,97.66,35590.86,38,191,0.35,0,
101.74,97.7,34697.01,38,191,0.35,0,
101.78,97.38,34958.33,38,191,0.36,0,
101.74,97.58,34958.33,38,191,0.36,0,
101.89,98.24,34749.16,38,191,0.36,0,
101.81,98.16,33869.58,38,191,0.36,0,
101.63,98.09,34749.16,38,191,0.37,0,
101.67,97.62,35063.23,38,191,0.38,0,
101.59,97.7,35063.23,38,191,0.37,0,
101.29,97.31,32753.59,38,191,0.36,0,
101.81,98.16,34540.84,38,191,0.36,0,
101.78,97.66,34385.16,38,191,0.37,0,
101.89,98.16,35856.66,38,191,0.35,0,
101.81,98.09,34437,38,191,0.38,0,
101.85,97.46,34853.64,38,191,0.37,0,
101.89,98.24,35063.23,38,191,0.37,0,
101.29,97.5,35750.18,38,191,0.38,0,
101.81,97.46,34801.38,38,191,0.37,0,
101.63,98.01,35590.86,38,191,0.36,0,
101.67,97.97,35010.75,38,191,0.36,0,
101.78,97.58,34853.64,38,191,0.38,0,
101.81,96.91,34958.33,38,191,0.35,0,
101.74,98.13,35803.39,38,191,0.38,0,
101.59,98.24,35432.02,38,191,0.37,0,
101.74,97.62,35697.02,38,191,0.36,0,
101.81,98.16,35537.86,39,191,0.37,0,
101.63,98.01,35063.23,38,191,0.37,0,
101.67,98.13,34749.16,38,191,0.37,0,
101.78,98.16,36123.79,39,191,0.37,0,
101.78,98.16,47033.53,39,191,0.36,0,
101.74,98.55,34697.01,39,191,0.38,0,
101.85,98.4,34644.9,39,191,0.34,0,
101.81,98.09,35590.86,39,191,0.37,0,
101.81,97.7,35010.75,39,191,0.38,0,
101.78,98.09,35537.86,39,191,0.35,0,
101.81,98.09,35537.86,39,191,0.37,0,
101.78,97.7,33920.91,39,191,0.36,0,
101.81,97.7,35484.91,39,191,0.37,0,
101.89,98.32,34853.64,39,191,0.37,0,
101.81,98.24,34749.16,39,191,0.37,0,
101.59,97.46,36123.79,39,191,0.36,0,
101.7,97.42,34905.95,39,191,0.36,0,
101.81,98.28,34853.64,39,191,0.38,0,
101.78,97.7,35537.86,39,191,0.35,0,
101.78,98.09,35484.91,39,191,0.36,0,
101.74,98.09,35326.38,39,191,0.38,0,
101.81,98.16,35063.23,39,191,0.36,0,
101.55,98.09,35803.39,39,191,0.36,0,
101.74,97.54,35803.39,39,191,0.36,0,
101.59,97.5,36123.79,39,191,0.37,0,
101.93,97.54,35590.86,39,191,0.35,0,
101.89,98.55,35909.98,39,191,0.38,0,
101.89,98.47,34697.01,39,190,0.38,0,
101.85,97.7,35590.86,39,191,0.37,0,
101.74,98.13,36016.79,39,191,0.36,0,
101.74,98.09,35697.02,39,191,0.36,0,
101.78,98.2,35484.91,39,191,0.34,0,
101.59,97.7,35909.98,39,191,0.37,0,
101.52,97.7,34437,40,191,0.38,0,
101.89,97.46,35590.86,40,191,0.34,0,
101.78,98.55,34853.64,40,191,0.36,0,
101.55,98.28,36446.1,40,191,0.37,0,
101.78,98.24,35590.86,40,191,0.37,0,
101.78,98.32,35063.23,40,192,0.38,0,
101.63,98.24,35484.91,40,192,0.36,0,
101.81,98.24,35750.18,40,192,0.37,0,
101.74,98.09,35697.02,40,192,0.36,0,
101.78,98.24,35379.17,40,192,0.36,0,
101.59,98.16,35856.66,40,192,0.37,0,
101.93,98.01,36338.45,40,192,0.36,0,
101.74,98.28,35379.17,40,192,0.36,0,
101.67,98.16,36123.79,40,192,0.35,0,
101.7,98.24,36392.25,40,192,0.36,0,
101.81,97.97,34853.64,40,191,0.36,0,
101.85,98.01,36070.26,40,191,0.36,0,
101.78,98.01,35803.39,40,192,0.38,0,
101.78,97.7,34853.64,40,192,0.37,0,
101.33,98.01,35803.39,40,192,0.37,0,
101.96,98.63,36231.02,40,192,0.36,0,
101.96,98.13,35484.91,40,192,0.37,0,
101.37,98.09,35750.18,40,191,0.37,0,
101.93,98.16,35484.91,40,191,0.36,0,
101.78,98.55,37260.28,40,191,0.38,0,
101.93,98.2,35909.98,40,191,0.38,0,
101.96,98.71,36016.79,40,191,0.39,0,
101.89,97.7,35697.02,40,191,0.37,0,
101.67,98.4,35697.02,40,191,0.37,0,
101.74,98.01,35803.39,40,191,0.38,0,
101.93,97.7,35273.64,40,191,0.36,0,
101.89,97.77,35063.23,41,192,0.36,0,
101.81,98.24,35750.18,41,192,0.37,0,
101.74,98.16,35697.02,41,191,0.38,0,
101.22,97.77,37205.62,41,191,0.37,0,
101.44,97.74,35856.66,41,191,0.36,0,
101.29,98.55,36231.02,41,191,0.38,0,
101.59,98.55,37809.77,41,191,0.37,0,
101.67,98.32,36177.37,41,191,0.38,0,
101.74,98.36,35803.39,41,191,0.36,0,
101.67,98.4,36123.79,41,191,0.37,0,
101.93,98.55,34126.72,41,192,0.39,0,
101.93,97.77,34958.33,41,192,0.37,0,
101.74,98.24,36338.45,41,192,0.35,0,
101.78,98.71,40580.81,41,191,0.36,0,
101.89,98.16,36231.02,41,191,0.38,0,
101.74,98.36,36177.37,41,191,0.38,0,
101.78,98.51,36662.03,41,192,0.38,0,
101.93,98.16,35379.17,41,191,0.37,0,
101.74,98.59,36446.1,41,191,0.38,0,
101.96,98.71,35537.86,41,191,0.38,0,
101.44,98.4,36500,41,191,0.37,0,
101.52,98.13,36177.37,41,191,0.37,0,
101.55,98.75,35590.86,41,191,0.36,0,
101.96,98.78,35590.86,41,191,0.37,0,
101.59,98.55,36123.79,41,191,0.36,0,
101.44,97.77,36177.37,41,192,0.38,0,
101.33,98.32,36392.25,41,191,0.35,0,
101.78,98.01,35484.91,41,192,0.36,0,
101.93,98.63,35909.98,42,192,0.36,0,
101.74,98.55,36231.02,42,192,0.35,0,
101.74,98.55,36123.79,42,192,0.36,0,
101.59,98.55,36338.45,42,192,0.36,0,
101.93,98.78,35643.91,42,192,0.36,0,
101.81,98.71,36231.02,42,192,0.37,0,
102.04,98.13,35803.39,42,192,0.37,0,
101.96,98.09,35697.02,42,192,0.37,0,
101.67,98.78,35750.18,42,192,0.39,0,
101.67,98.67,36500,42,192,0.37,0,
101.96,98.63,36016.79,42,192,0.37,0,
101.89,98.16,36553.96,42,192,0.39,0,
101.93,98.63,36231.02,42,192,0.38,0,
101.78,98.59,35856.66,42,192,0.38,0,
101.81,98.59,36016.79,42,192,0.36,0,
101.85,98.32,36123.79,42,192,0.37,0,
101.93,98.75,36446.1,42,192,0.37,0,
101.96,98.86,35643.91,42,192,0.37,0,
101.81,97.7,36553.96,42,192,0.35,0,
101.59,98.59,34749.16,42,192,0.36,0,
101.96,98.24,36607.97,42,192,0.37,0,
101.96,98.24,35750.18,42,191,0.38,0,
101.96,98.05,36123.79,42,192,0.36,0,
102,98.94,35750.18,42,192,0.37,0,
102,98.9,35484.91,42,192,0.36,0,
101.85,98.78,35750.18,42,191,0.37,0,
101.89,98.36,40234.43,42,192,0.38,0,
101.74,98.55,36446.1,42,192,0.37,0,
101.67,98.75,37865.01,42,192,0.36,0,
102.04,98.28,37096.48,42,191,0.37,0,
101.7,98.32,34958.33,42,192,0.38,0,
101.59,98.75,36662.03,43,191,0.37,0,
101.96,98.63,36446.1,43,192,0.37,0,
101.96,98.13,36392.25,42,192,0.37,0,
101.93,98.86,36284.7,42,192,0.36,0,
101.89,98.16,36338.45,43,192,0.36,0,
101.67,98.75,40119.41,43,192,0.38,0,
101.7,98.63,36392.25,43,192,0.37,0,
101.81,98.63,36662.03,43,192,0.37,0,
101.78,98.63,36446.1,43,192,0.36,0,
101.93,98.86,38420.45,43,192,0.38,0,
101.93,98.24,36177.37,43,192,0.36,0,
101.55,98.75,36392.25,43,192,0.38,0,
102.04,98.55,35697.02,43,192,0.38,0,
101.67,98.05,36770.32,43,192,0.37,0,
102.04,98.13,36231.02,43,192,0.37,0,
101.78,98.32,36662.03,43,192,0.37,0,
102.04,98.24,42701.07,43,192,0.37,0,
101.96,98.16,36446.1,43,192,0.37,0,
101.67,98.71,35909.98,43,192,0.37,0,
101.78,98.59,36016.79,43,192,0.38,0,
101.74,98.75,35697.02,43,192,0.37,0,
101.74,98.55,36338.45,43,192,0.37,0,
101.74,98.71,36553.96,43,192,0.37,0,
101.96,98.32,36123.79,43,192,0.4,0,
102,98.63,35856.66,43,192,0.38,0,
101.74,98.86,36446.1,43,192,0.37,0,
102.04,98.13,36392.25,43,192,0.36,0,
101.74,98.86,36662.03,43,192,0.38,0,
101.89,98.47,36607.97,43,192,0.37,0,
101.93,98.86,34697.01,43,192,0.37,0,
101.89,98.82,36446.1,43,192,0.38,0,
101.85,98.63,36338.45,44,192,0.39,0,
101.85,98.71,36338.45,44,192,0.38,0,
101.89,98.86,36553.96,43,192,0.39,0,
101.96,98.94,36338.45,44,192,0.36,0,
101.89,98.94,36123.79,44,192,0.36,0,
102,98.94,36446.1,44,192,0.36,0,
101.22,97.77,36662.03,44,192,0.37,0,
101.78,98.86,36824.54,44,192,0.38,0,
102.04,98.63,33562.73,44,192,0.38,0,
102,98.78,36338.45,44,192,0.37,0,
101.93,99.02,37260.28,44,192,0.39,0,
101.93,99.02,40349.66,44,192,0.38,0,
101.74,98.78,36553.96,44,191,0.39,0,
101.85,98.78,36446.1,44,192,0.36,0,
101.81,98.86,36177.37,44,192,0.38,0,
101.59,98.98,36770.32,44,192,0.37,0,
101.74,98.86,38981.3,44,192,0.38,0,
101.89,98.63,36662.03,44,192,0.37,0,
101.74,98.75,36770.32,44,191,0.38,0,
101.93,98.94,36338.45,44,192,0.38,0,
101.52,98.78,36662.03,44,192,0.39,0,
101.74,98.78,33972.28,44,192,0.37,0,
101.89,99.02,36770.32,44,191,0.4,0,
101.74,98.86,37096.48,44,191,0.37,0,
102.04,98.71,36392.25,44,192,0.36,0,
101.89,98.59,36607.97,44,192,0.37,0,
101.96,98.32,35379.17,44,192,0.36,0,
101.67,98.75,36662.03,44,192,0.37,0,
101.67,98.86,36662.03,44,191,0.38,0,
101.93,98.75,36500,44,192,0.39,0,
101.93,98.63,36987.54,44,192,0.38,0,
101.63,98.55,36446.1,44,191,0.38,0,
101.78,99.17,36123.79,44,191,0.38,0,
101.89,99.17,35909.98,44,192,0.37,0,
102,98.63,36446.1,44,192,0.39,0,
101.89,98.67,33818.3,44,192,0.36,0,
101.74,98.78,36123.79,44,192,0.36,0,
101.74,98.86,40812.83,44,191,0.38,0,
101.96,98.55,36123.79,44,192,0.38,0,
102,98.75,36177.37,45,192,0.38,0,
102.04,98.24,35484.91,44,192,0.35,0,
101.93,98.32,36553.96,44,192,0.36,0,
101.63,98.86,36662.03,45,192,0.38,0,
101.81,98.82,36500,45,192,0.37,0,
101.96,98.71,36553.96,45,192,0.35,0,
101.85,98.63,37096.48,45,192,0.37,0,
102.04,98.24,36716.15,45,192,0.38,0,
102,99.17,36392.25,45,192,0.38,0,
101.74,98.86,36987.54,45,192,0.37,0,
101.96,98.86,50905.83,45,191,0.37,0,
101.85,98.86,36607.97,45,192,0.35,0,
101.78,98.94,36716.15,45,191,0.39,0,
102,99.21,36123.79,45,192,0.39,0,
102,99.02,36446.1,45,192,0.37,0,
102.04,98.32,36446.1,45,192,0.37,0,
101.67,99.02,37424.55,45,192,0.39,0,
101.74,98.82,36553.96,45,191,0.37,0,
101.93,98.98,36553.96,45,191,0.39,0,
101.96,99.02,36338.45,45,192,0.38,0,
101.67,98.78,36770.32,45,191,0.39,0,
102.04,98.32,36553.96,45,192,0.37,0,
102,98.75,36553.96,45,191,0.38,0,
101.89,98.71,37096.48,45,192,0.37,0,
101.85,98.86,36553.96,45,192,0.38,0,
102.04,98.9,36392.25,45,191,0.36,0,
101.67,98.82,37205.62,45,192,0.38,0,
102.15,98.71,36446.1,45,191,0.36,0,
101.63,99.17,37260.28,45,192,0.39,0,
102.04,99.02,36716.15,45,192,0.38,0,
101.93,98.9,36662.03,45,192,0.38,0,
102.04,98.78,36987.54,45,192,0.37,0,
101.81,98.94,36553.96,45,192,0.39,0,
102.04,99.02,36662.03,45,192,0.36,0,
101.89,98.94,36987.54,45,192,0.39,0,
101.93,98.75,34749.16,46,192,0.39,0,
102.04,98.94,36231.02,45,192,0.38,0,
102.04,99.21,37314.98,45,192,0.39,0,
102.07,98.55,35379.17,46,192,0.39,0,
101.93,98.67,37205.62,46,192,0.35,0,
101.81,99.21,35379.17,46,192,0.37,0,
101.96,98.67,37096.48,46,192,0.36,0,
101.96,98.98,36662.03,46,192,0.38,0,
101.89,98.86,36770.32,46,192,0.36,0,
101.96,98.78,36770.32,46,192,0.37,0,
101.81,99.02,38142.05,46,192,0.37,0,
101.59,99.02,36987.54,46,192,0.37,0,
101.78,98.82,37205.62,46,192,0.37,0,
101.89,98.86,37314.98,46,192,0.39,0,
101.89,98.94,36662.03,46,192,0.36,0,
101.93,99.02,36716.15,46,192,0.37,0,
102.18,98.55,37096.48,46,192,0.37,0,
101.59,98.9,34023.71,46,192,0.39,0,
102.18,98.55,37479.43,46,192,0.38,0,
101.78,99.25,36284.7,46,192,0.35,0,
101.96,99.17,36607.97,46,192,0.37,0,
102.04,98.86,36662.03,46,192,0.37,0,
101.22,98.59,36716.15,46,192,0.37,0,
101.93,98.51,37260.28,46,192,0.38,0,
102.18,98.63,37205.62,46,192,0.38,0,
101.81,98.78,37314.98,46,192,0.38,0,
101.93,98.86,36987.54,46,192,0.38,0,
101.74,98.94,36987.54,46,192,0.37,0,
101.74,99.05,37260.28,46,192,0.37,0,
102.18,99.21,37205.62,46,191,0.38,0,
102.04,99.21,36338.45,46,192,0.38,0,
102.04,99.17,38308.93,46,192,0.39,0,
101.85,99.02,36987.54,46,194,0.38,0,
101.96,99.17,34853.64,46,194,0.38,0,
102.04,99.25,35750.18,46,194,0.38,0,
102.04,98.59,37096.48,46,194,0.38,0,
102.18,98.94,33818.3,46,194,0.37,0,
101.52,99.02,36123.79,46,194,0.38,0,
102.15,99.32,36177.37,47,193,0.39,0,
102.18,98.86,37205.62,46,194,0.36,0,
101.93,99.17,36607.97,46,194,0.37,0,
101.78,99.02,37424.55,47,194,0.37,0,
101.74,99.17,37314.98,47,194,0.36,0,
101.67,98.86,37205.62,47,194,0.37,0,
102.04,98.86,37424.55,47,194,0.37,0,
101.93,99.02,37534.35,47,194,0.37,0,
102.04,98.86,37534.35,47,194,0.37,0,
102.04,99.36,37205.62,47,194,0.39,0,
102.18,99.48,36123.79,47,194,0.37,0,
102.18,99.51,33308.46,47,194,0.37,0,
101.96,98.94,37424.55,47,194,0.38,0,
101.85,99.02,37314.98,47,194,0.35,0,
101.81,98.94,36770.32,47,194,0.37,0,
101.74,99.02,30740,47,194,0.37,0,
102.18,98.71,36500,47,194,0.38,0,
102.22,99.28,36446.1,47,194,0.39,0,
102.04,99.13,36607.97,47,194,0.37,0,
101.96,99.02,37096.48,47,194,0.38,0,
102,99.25,36500,47,194,0.38,0,
101.74,98.94,37644.36,47,194,0.39,0,
102.18,99.4,36231.02,47,194,0.36,0,
102.07,98.86,37151.02,47,194,0.39,0,
101.93,99.02,36770.32,47,194,0.39,0,
101.89,99.02,37865.01,47,194,0.37,0,
101.89,98.63,36662.03,47,194,0.4,0,
101.67,98.94,37205.62,47,194,0.38,0,
102.18,99.4,37205.62,47,194,0.37,0,
101.96,99.17,37096.48,47,194,0.37,0,
101.93,99.17,36987.54,47,194,0.39,0,
102.04,98.86,37096.48,47,194,0.38,0,
101.93,98.63,36446.1,47,194,0.37,0,
101.74,99.4,37151.02,47,194,0.37,0,
101.96,99.02,37151.02,47,194,0.38,0,
101.78,99.17,37314.98,48,194,0.37,0,
101.52,99.36,39094.12,48,194,0.4,0,
101.81,99.17,37314.98,48,194,0.39,0,
102.04,99.02,36987.54,48,194,0.38,0,
102.18,98.59,37096.48,48,194,0.38,0,
102.18,98.59,37644.36,48,194,0.38,0,
102.04,98.94,37096.48,48,194,0.37,0,
102.18,98.9,36770.32,48,194,0.38,0,
102.18,99.4,37589.32,48,194,0.37,0,
102.04,98.94,37424.55,48,194,0.4,0,
101.96,99.05,36770.32,48,194,0.38,0,
102.18,99.17,36231.02,48,194,0.38,0,
101.74,99.48,36231.02,48,194,0.4,0,
102.04,99.17,37260.28,48,194,0.36,0,
101.89,99.25,32904.3,48,194,0.38,0,
101.63,98.86,37205.62,48,194,0.37,0,
101.93,99.17,37369.75,48,194,0.38,0,
102.04,99.02,37041.98,48,194,0.37,0,
102.04,99.48,36987.54,48,194,0.38,0,
102.18,98.71,37424.55,48,194,0.39,0,
102.18,98.71,37205.62,48,194,0.4,0,
101.96,99.21,37205.62,48,194,0.38,0,
102.04,99.17,36662.03,48,194,0.38,0,
102.04,98.63,37424.55,48,194,0.39,0,
102.04,99.02,37369.75,48,194,0.39,0,
102,99.25,37151.02,48,194,0.4,0,
102.04,98.86,37205.62,48,194,0.36,0,
102.15,99.48,36446.1,48,194,0.4,0,
102.04,99.48,36662.03,48,194,0.38,0,
102,99.17,37096.48,48,194,0.38,0,
102,99.02,40465.13,48,194,0.38,0,
101.74,99.48,37644.36,48,194,0.38,0,
102.18,99.63,36500,48,194,0.39,0,
102.18,99.4,37644.36,48,194,0.37,0,
102.04,99.25,38308.93,48,194,0.37,0,
101.81,99.32,37479.43,48,194,0.38,0,
102.04,98.75,37314.98,48,194,0.39,0,
101.78,99.28,37314.98,48,194,0.38,0,
101.96,99.21,37151.02,48,194,0.37,0,
102.04,98.94,37260.28,48,194,0.36,0,
101.89,99.4,37479.43,49,194,0.38,0,
102.18,99.48,37041.98,49,194,0.39,0,
101.96,99.28,36231.02,49,194,0.39,0,
102.04,99.25,38420.45,49,194,0.39,0,
101.85,99.48,37865.01,49,194,0.38,0,
102.18,99.48,36392.25,49,194,0.38,0,
102.18,99.25,37975.66,49,194,0.38,0,
101.74,99.4,37534.35,49,194,0.39,0,
102.07,99.51,36500,49,194,0.43,0,
102,99.51,36338.45,49,194,0.37,0,
102.04,99.36,37314.98,49,194,0.38,0,
101.96,99.25,39037.69,49,194,0.37,0,
101.67,99.17,37534.35,49,194,0.4,0,
102.18,98.63,38197.62,49,194,0.36,0,
101.85,99.32,36987.54,49,194,0.37,0,
101.85,99.32,37369.75,49,194,0.37,0,
101.67,99.25,36177.37,49,194,0.37,0,
101.93,99.55,37424.55,49,194,0.38,0,
101.78,98.71,37424.55,49,194,0.39,0,
102,99.21,37314.98,49,194,0.39,0,
101.89,99.32,37314.98,49,194,0.37,0,
101.93,98.9,37534.35,49,194,0.39,0,
102.26,98.78,36123.79,49,194,0.38,0,
102.18,99.32,36770.32,49,194,0.38,0,
102.04,99.4,37205.62,49,194,0.38,0,
101.96,99.17,37205.62,49,194,0.38,0,
102.26,99.02,36662.03,49,194,0.39,0,
101.67,99.48,37920.31,49,194,0.39,0,
102.04,99.48,36607.97,49,194,0.37,0,
101.93,99.25,37424.55,49,194,0.41,0,
101.81,99.51,37041.98,49,194,0.38,0,
102.18,99.32,36446.1,49,194,0.38,0,
101.96,99.55,37865.01,49,194,0.39,0,
101.67,99.36,37041.98,49,194,0.39,0,
102.18,98.9,37479.43,49,194,0.39,0,
102,99.63,36607.97,49,194,0.37,0,
101.67,99.36,37424.55,49,194,0.36,0,
101.89,99.36,37260.28,49,194,0.38,0,
102.04,99.25,36987.54,49,194,0.38,0,
101.81,99.4,37260.28,49,194,0.37,0,
101.96,99.36,37205.62,49,194,0.39,0,
101.7,99.17,36662.03,49,194,0.37,0,
102,99.17,37314.98,49,194,0.36,0,
101.89,99.36,37424.55,49,194,0.41,0,
