PAN_Inside:,PAN_Outside:,Ambient_Temp:,Glass_Temp:,Ind_Current:,Mag_Current:,empty_pan,Induction_Power:
101.93,98.94,37424.55,49,194,0.39,0,
102.07,99.78,36446.1,49,194,0.38,0,
102.04,98.98,37589.32,50,194,0.39,0,
101.96,99.32,37205.62,49,194,0.39,0,
101.96,99.02,37424.55,50,194,0.38,0,
102.04,98.9,37975.66,49,194,0.38,0,
102.04,99.55,37865.01,50,194,0.39,0,
102.18,99.32,37205.62,50,194,0.4,0,
101.96,99.21,37314.98,50,194,0.38,0,
101.89,99.25,37205.62,50,194,0.39,0,
102.04,99.17,36607.97,50,194,0.37,0,
101.93,99.55,37975.66,50,194,0.39,0,
102.26,98.94,37151.02,50,194,0.37,0,
102.04,99.55,37205.62,50,194,0.39,0,
102.04,99.21,37644.36,50,194,0.39,0,
102.04,99.4,37314.98,50,194,0.37,0,
101.89,99.48,37314.98,50,194,0.37,0,
102.04,99.63,37534.35,50,194,0.39,0,
102.18,99.32,36553.96,50,194,0.36,0,
102.07,98.86,38086.54,50,194,0.38,0,
102.04,98.78,37644.36,50,194,0.39,0,
101.59,99.55,37644.36,50,194,0.39,0,
101.78,99.48,38086.54,50,194,0.38,0,
101.89,99.48,37096.48,50,194,0.39,0,
101.96,99.36,37975.66,50,194,0.39,0,
101.81,99.48,37424.55,50,194,0.38,0,
101.85,99.17,37534.35,50,194,0.39,0,
101.74,99.36,37865.01,50,194,0.39,0,
102.07,99.78,36446.1,50,194,0.38,0,
102.15,99.78,36446.1,50,194,0.37,0,
101.89,99.4,37314.98,50,194,0.37,0,
102.04,98.98,37534.35,50,194,0.4,0,
101.89,99.4,37479.43,50,194,0.39,0,
101.85,99.02,36987.54,50,194,0.38,0,
102.18,99.78,37205.62,50,194,0.4,0,
101.81,99.4,36824.54,50,194,0.41,0,
101.89,99.4,37424.55,50,194,0.38,0,
101.81,99.55,37424.55,50,194,0.39,0,
102.22,99.78,36338.45,50,194,0.39,0,
102.04,99.86,37151.02,50,194,0.37,0,
101.89,99.55,37314.98,50,194,0.39,0,
102,99.4,37314.98,50,194,0.38,0,
102.04,99.55,38031.07,50,194,0.39,0,
101.85,99.48,35856.66,50,194,0.37,0,
101.74,99.51,37644.36,50,194,0.38,0,
102.04,99.4,37424.55,51,194,0.38,0,
102.04,99.55,37424.55,50,194,0.37,0,
102.18,99.36,36987.54,51,194,0.38,0,
102.18,99.55,37205.62,51,194,0.37,0,
102.04,99.63,36987.54,51,194,0.38,0,
101.55,98.94,36987.54,51,194,0.36,0,
102.04,99.32,37205.62,51,194,0.37,0,
101.74,99.02,36177.37,51,194,0.37,0,
101.74,99.55,37644.36,51,194,0.37,0,
102.04,99.82,36446.1,51,194,0.36,0,
101.89,99.32,37041.98,51,194,0.37,0,
102,99.36,37424.55,51,194,0.37,0,
102.07,99.32,37151.02,51,194,0.37,0,
101.74,99.36,36662.03,51,194,0.36,0,
102.18,98.86,37644.36,51,194,0.39,0,
102.04,99.4,36338.45,51,194,0.39,0,
101.96,99.4,37096.48,51,195,0.37,0,
101.89,99.25,36607.97,51,195,0.39,0,
102.22,99.55,37205.62,51,194,0.38,0,
101.7,99.25,35803.39,51,195,0.36,0,
102.18,99.02,37920.31,51,195,0.38,0,
101.96,99.32,37314.98,51,196,0.4,0,
102.07,99.55,37424.55,51,195,0.38,0,
102.15,99.02,36553.96,51,196,0.38,0,
101.74,99.55,38142.05,51,196,0.36,0,
102.22,98.94,37865.01,51,195,0.38,0,
102.04,99.63,37205.62,51,196,0.38,0,
101.96,99.55,37865.01,51,196,0.38,0,
102,99.4,38868.7,51,195,0.37,0,
102.18,99.78,36770.32,51,196,0.37,0,
102.29,99.97,36338.45,51,195,0.39,0,
102.26,99.44,37865.01,51,196,0.39,0,
101.81,99.55,37205.62,51,195,0.37,0,
102,99.48,37369.75,51,195,0.38,0,
102.04,99.63,37096.48,51,195,0.39,0,
101.74,99.48,38142.05,51,195,0.38,0,
101.81,99.63,37534.35,51,195,0.37,0,
101.93,98.94,37865.01,51,195,0.39,0,
101.14,98.75,36770.32,51,195,0.4,0,
102.22,99.32,37205.62,51,195,0.39,0,
101.96,99.4,37479.43,51,196,0.38,0,
101.81,99.51,37644.36,51,195,0.38,0,
102.22,99.93,36987.54,51,196,0.38,0,
102.22,98.94,37920.31,51,195,0.38,0,
102.22,99.48,37809.77,51,195,0.37,0,
102,99.44,37865.01,52,195,0.37,0,
102.04,99.25,34437,52,195,0.37,0,
102.22,99.97,37589.32,52,195,0.4,0,
101.96,99.86,36392.25,52,195,0.4,0,
101.93,99.78,37205.62,52,195,0.37,0,
102.04,99.48,37096.48,52,195,0.37,0,
101.93,99.55,37314.98,52,195,0.39,0,
102.07,99.02,37424.55,52,195,0.38,0,
102.15,99.21,36662.03,52,195,0.38,0,
102.26,98.9,37865.01,52,195,0.4,0,
102.07,99.02,37424.55,52,195,0.38,0,
101.96,99.36,37314.98,52,195,0.37,0,
102.04,99.55,37644.36,52,195,0.37,0,
102.26,99.78,39775.68,52,195,0.38,0,
102.04,99.86,37424.55,52,195,0.39,0,
102.18,99.25,38142.05,52,195,0.39,0,
102,99.55,38308.93,52,196,0.39,0,
102.04,99.55,37369.75,52,195,0.39,0,
101.7,99.25,37424.55,52,196,0.39,0,
101.67,99.78,37975.66,52,196,0.4,0,
102.04,99.48,36392.25,52,195,0.39,0,
101.96,99.63,36446.1,52,196,0.39,0,
102.04,99.36,37644.36,52,195,0.4,0,
101.96,99.48,38086.54,52,196,0.4,0,
101.93,99.25,37314.98,52,196,0.4,0,
102.18,99.28,37096.48,52,195,0.39,0,
101.63,99.78,37424.55,52,195,0.4,0,
101.85,99.59,37589.32,52,195,0.4,0,
101.96,99.48,37534.35,52,195,0.39,0,
102,99.32,37424.55,52,195,0.38,0,
101.96,99.4,37975.66,52,195,0.39,0,
102.18,99.32,37699.44,52,195,0.38,0,
101.81,99.63,38086.54,52,195,0.38,0,
102,99.25,38086.54,52,195,0.38,0,
102.26,99.32,37754.57,52,195,0.4,0,
101.63,99.78,39094.12,52,195,0.39,0,
102.18,99.93,37314.98,52,195,0.38,0,
101.89,98.82,36770.32,52,195,0.39,0,
102,99.55,37479.43,52,195,0.39,0,
102,99.51,37424.55,52,196,0.38,0,
102.04,99.55,37424.55,52,195,0.38,0,
102.22,99.17,38086.54,52,195,0.39,0,
102.18,99.86,36553.96,52,195,0.39,0,
102.04,99.32,36338.45,52,195,0.38,0,
102.07,99.86,37314.98,52,195,0.39,0,
102.18,99.78,37424.55,52,195,0.38,0,
101.93,99.63,36716.15,52,195,0.38,0,
102,99.63,37369.75,52,195,0.37,0,
101.93,99.48,37975.66,52,195,0.37,0,
101.85,99.32,37920.31,52,195,0.41,0,
101.96,99.82,37589.32,52,195,0.39,0,
102.18,99.86,38420.45,52,195,0.37,0,
102.07,98.94,37314.98,52,195,0.37,0,
102.22,99.86,35803.39,53,195,0.37,0,
101.85,99.78,37260.28,53,195,0.39,0,
102.04,99.63,38086.54,53,195,0.37,0,
102,99.63,37424.55,53,195,0.38,0,
101.96,99.55,37479.43,53,195,0.39,0,
102.04,99.17,37534.35,53,195,0.39,0,
101.59,99.86,37975.66,53,195,0.38,0,
101.7,99.74,38197.62,53,195,0.38,0,
101.96,99.78,37699.44,53,195,0.37,0,
101.74,99.63,37975.66,53,195,0.38,0,
101.93,99.55,37534.35,53,195,0.38,0,
102.07,99.63,37205.62,53,195,0.37,0,
101.78,99.32,38031.07,53,195,0.38,0,
101.96,99.63,37260.28,53,195,0.39,0,
102.18,99.02,37644.36,53,195,0.41,0,
102.18,99.05,37975.66,53,195,0.38,0,
101.96,99.4,37865.01,53,195,0.38,0,
101.96,99.55,37754.57,53,195,0.39,0,
102.18,99.86,37096.48,53,196,0.39,0,
101.67,99.55,37920.31,53,195,0.4,0,
102.18,99.17,41749.81,53,195,0.37,0,
101.89,99.63,40004.61,53,195,0.37,0,
101.96,99.32,36662.03,53,195,0.4,0,
101.89,99.4,39433.92,53,195,0.4,0,
102.04,99.86,37865.01,53,195,0.38,0,
102.18,99.9,37096.48,53,195,0.38,0,
101.93,99.78,37314.98,53,195,0.38,0,
102,99.55,37644.36,53,195,0.38,0,
102.18,99.51,37534.35,53,196,0.39,0,
101.81,99.32,38086.54,53,195,0.37,0,
102.15,100.01,31223.25,53,195,0.38,0,
101.93,99.48,37534.35,53,195,0.39,0,
101.93,99.55,37589.32,53,195,0.38,0,
101.93,99.4,36231.02,53,195,0.4,0,
102.22,99.93,37096.48,53,196,0.38,0,
102.22,100.01,36500,53,195,0.38,0,
102.04,99.02,20117.76,53,196,0.39,0,
102.04,99.63,37589.32,53,196,0.38,0,
101.96,99.59,37920.31,53,196,0.38,0,
102.04,99.4,38142.05,53,195,0.38,0,
101.74,99.48,39094.12,53,196,0.39,0,
101.74,99.86,38086.54,53,196,0.39,0,
102.18,98.98,37809.77,53,196,0.4,0,
101.81,99.78,37424.55,53,196,0.39,0,
101.96,99.63,37644.36,53,196,0.38,0,
102.04,99.32,37975.66,53,196,0.4,0,
101.89,99.78,39094.12,53,196,0.38,0,
101.74,99.48,37205.62,53,196,0.38,0,
101.63,99.86,37424.55,53,196,0.38,0,
102.04,99.21,37865.01,53,196,0.38,0,
101.96,99.36,38308.93,53,196,0.39,0,
102.04,99.55,37534.35,53,196,0.38,0,
102.04,99.32,37644.36,54,195,0.4,0,
102.22,100.01,37644.36,53,196,0.39,0,
102.18,99.02,37589.32,53,196,0.37,0,
101.85,99.63,38197.62,53,195,0.39,0,
102.04,99.4,39207.17,53,193,0.4,0,
101.96,99.74,37534.35,53,193,0.38,0,
101.93,99.63,37534.35,53,193,0.39,0,
102.07,99.48,37205.62,53,193,0.39,0,
102.18,98.98,37424.55,53,193,0.37,0,
101.59,99.63,38086.54,53,194,0.38,0,
102.04,100.01,37096.48,53,196,0.39,0,
101.85,99.67,37920.31,53,195,0.39,0,
101.81,99.48,38197.62,54,196,0.39,0,
101.96,99.93,37205.62,54,195,0.39,0,
101.96,99.51,37975.66,54,195,0.39,0,
101.96,99.63,37809.77,54,196,0.39,0,
101.96,99.48,37865.01,54,195,0.37,0,
101.81,99.78,37865.01,54,195,0.39,0,
101.93,99.82,38364.66,54,196,0.37,0,
101.33,98.78,36338.45,54,195,0.37,0,
102.07,100.09,37205.62,54,196,0.38,0,
101.93,100.01,36553.96,54,196,0.37,0,
101.96,99.86,36987.54,54,195,0.38,0,
101.78,99.86,37699.44,54,196,0.37,0,
102.33,99.9,37314.98,54,196,0.38,0,
101.96,99.97,37260.28,54,196,0.4,0,
101.89,99.63,37865.01,54,196,0.4,0,
101.93,99.78,37920.31,54,196,0.38,0,
101.93,99.55,38308.93,54,196,0.39,0,
101.85,99.78,38031.07,54,196,0.39,0,
102,99.51,38086.54,54,196,0.39,0,
102.04,99.86,37205.62,54,196,0.38,0,
101.93,99.93,38031.07,54,195,0.4,0,
102.22,99.17,38308.93,54,195,0.38,0,
101.63,99.78,37589.32,54,196,0.38,0,
101.67,99.63,37699.44,54,195,0.38,0,
102.18,99.17,37920.31,54,195,0.38,0,
101.96,99.86,36716.15,54,195,0.37,0,
102,99.82,37534.35,54,195,0.39,0,
101.93,99.63,37534.35,54,196,0.38,0,
102.04,99.48,37865.01,54,196,0.39,0,
101.85,99.78,35803.39,54,196,0.39,0,
101.7,99.78,38197.62,54,196,0.38,0,
102.22,99.21,37865.01,54,195,0.38,0,
102.26,100.16,36607.97,54,195,0.4,0,
102.07,100.09,36716.15,54,195,0.4,0,
102.18,99.02,37644.36,54,195,0.38,0,
102.04,99.02,37865.01,54,195,0.4,0,
101.96,99.63,38086.54,54,196,0.39,0,
101.74,99.82,37424.55,54,195,0.38,0,
101.89,99.59,37975.66,54,195,0.37,0,
101.78,99.78,37314.98,54,195,0.38,0,
102.04,99.55,37920.31,54,196,0.39,0,
102.04,99.74,37975.66,54,196,0.39,0,
102.04,99.78,37865.01,54,195,0.4,0,
101.96,99.67,37534.35,54,195,0.37,0,
102.04,99.63,37865.01,54,195,0.36,0,
102,99.63,37534.35,54,195,0.4,0,
101.96,99.78,37975.66,54,195,0.36,0,
101.93,99.78,37534.35,54,195,0.38,0,
101.89,99.63,38031.07,54,195,0.39,0,
101.89,99.82,37424.55,54,196,0.37,0,
101.89,99.86,38086.54,54,195,0.38,0,
102.04,99.78,37096.48,54,195,0.39,0,
102.04,99.97,37260.28,54,195,0.4,0,
102.18,99.25,38197.62,54,195,0.38,0,
101.96,99.93,37644.36,54,194,0.39,0,
102.04,99.4,35803.39,54,194,0.39,0,
101.89,99.82,36987.54,54,194,0.39,0,
102.18,99.32,37424.55,54,194,0.38,0,
102.07,99.25,37314.98,54,194,0.38,0,
102.22,99.78,36770.32,54,194,0.39,0,
102.26,99.4,37644.36,54,194,0.39,0,
102.22,100.01,37260.28,54,194,0.39,0,
102.04,99.93,40580.81,54,195,0.4,0,
101.96,99.63,33767.09,54,195,0.4,0,
101.96,99.78,37699.44,54,195,0.38,0,
101.81,99.82,37920.31,54,196,0.39,0,
101.81,99.78,38086.54,54,195,0.39,0,
101.89,99.32,38364.66,54,196,0.38,0,
101.59,99.86,37865.01,54,195,0.39,0,
102.22,99.4,37865.01,54,195,0.37,0,
102.15,99.9,37205.62,55,195,0.39,0,
102.18,99.32,37424.55,55,195,0.39,0,
102.04,99.36,37865.01,55,195,0.37,0,
101.96,99.86,37424.55,55,195,0.4,0,
102.04,99.63,37644.36,55,195,0.37,0,
101.96,99.78,37534.35,55,195,0.38,0,
102.04,99.86,37479.43,55,195,0.37,0,
102.04,99.25,38476.29,55,195,0.39,0,
101.59,99.78,37534.35,55,195,0.36,0,
102.04,100.05,37424.55,55,195,0.4,0,
102.04,99.17,37644.36,55,195,0.39,0,
102.18,99.51,37314.98,55,194,0.38,0,
101.7,99.48,37865.01,55,194,0.39,0,
102.18,99.51,37644.36,56,195,0.38,0,
101.74,99.78,37865.01,56,194,0.4,0,
101.96,99.93,37975.66,56,194,0.38,0,
102,99.93,37205.62,56,194,0.4,0,
101.96,99.59,37479.43,56,194,0.39,0,
101.89,99.82,37424.55,56,194,0.37,0,
102.04,99.63,37644.36,56,194,0.38,0,
102.18,99.63,37205.62,56,194,0.39,0,
101.89,99.86,34023.71,56,194,0.39,0,
101.78,99.93,37589.32,56,194,0.38,0,
102.37,100.12,37644.36,56,194,0.39,0,
102.41,99.78,37041.98,56,194,0.38,0,
102.48,99.32,37975.66,56,194,0.4,0,
102.48,100.54,37975.66,56,194,0.4,0,
102.52,100.54,35063.23,56,194,0.38,0,
102.63,100.46,37424.55,57,194,0.4,0,
102.96,100.24,37424.55,57,194,0.39,0,
102.99,100.92,37314.98,57,194,0.38,0,
102.92,101.18,36553.96,57,194,0.39,0,
103.1,101.37,37644.36,57,194,0.38,0,
103.36,101.81,37865.01,57,194,0.39,0,
103.57,101.85,37644.36,57,194,0.39,0,
103.72,102.33,37369.75,58,193,0.4,0,
104.08,102.37,37534.35,58,193,0.38,0,
104.15,102.85,37424.55,58,193,0.39,0,
104.37,103.14,37314.98,58,193,0.38,0,
104.69,103.21,37865.01,59,193,0.39,0,
104.58,104.08,38420.45,59,193,0.38,0,
104.65,104.79,37424.55,59,193,0.39,0,
105.64,104.58,37534.35,59,193,0.39,0,
105.5,105.64,37865.01,60,193,0.39,0,
105.92,105.95,37589.32,60,193,0.37,0,
106.34,106.55,37314.98,60,193,0.38,0,
106.55,107.37,37369.75,61,193,0.39,0,
106.89,108.01,37205.62,61,193,0.38,0,
107.51,107.98,37205.62,61,193,0.41,0,
107.57,109.02,37589.32,61,193,0.39,0,
108.45,109.78,36987.54,62,192,0.39,0,
109.09,109.98,38197.62,62,192,0.38,0,
109.72,110.01,40812.83,63,192,0.4,0,
110.04,110.18,36987.54,63,192,0.39,0,
110.76,111.73,35379.17,64,192,0.4,0,
111.73,112.21,37205.62,64,192,0.39,0,
112.6,112.69,37479.43,65,192,0.39,0,
113.39,113.17,37314.98,65,192,0.39,0,
114.12,113.9,37424.55,66,192,0.4,0,
115.22,114.47,37205.62,66,192,0.39,0,
115.92,115.1,36770.32,67,191,0.38,0,
116.9,115.1,37865.01,67,191,0.4,0,
117.73,116.3,38981.3,68,192,0.39,0,
118.73,116.17,39775.68,69,192,0.39,0,
119.39,117.51,37096.48,70,191,0.37,0,
119.99,117.89,37096.48,70,191,0.38,0,
121.14,117.89,35590.86,71,191,0.37,0,
122.12,118.6,38532.18,72,191,0.38,0,
122.84,119.39,37369.75,73,191,0.36,0,
123.88,119.92,37644.36,74,191,0.38,0,
124.88,120.8,37096.48,75,191,0.39,0,
126.17,120.97,38031.07,76,191,0.37,0,
126.88,122.05,36770.32,78,190,0.39,0,
127.93,122.77,37205.62,79,190,0.39,0,
129.16,123.47,36987.54,80,190,0.39,0,
129.97,123.95,36716.15,82,190,0.39,0,
131.58,124.88,37205.62,83,190,0.39,0,
132.21,125.15,37975.66,85,190,0.38,0,
133.92,125.76,37699.44,87,190,0.39,0,
135.27,126.5,34905.95,89,190,0.38,0,
136.38,127.01,37534.35,91,190,0.39,0,
138,127.84,37041.98,93,190,0.39,0,
139.36,128.24,37534.35,96,190,0.39,0,
140.73,129.25,37314.98,98,190,0.4,0,
142.46,130.21,36231.02,101,190,0.39,0,
143.97,131.11,37041.98,104,190,0.38,0,
145.81,131.63,37534.35,107,189,0.38,0,
147.48,132.59,36662.03,110,189,0.39,0,
149.33,133.98,36987.54,113,189,0.39,0,
150,134.38,34853.64,116,189,0.38,0,
151.37,135.39,32403.74,119,189,0.38,0,
153.74,137.01,35432.02,122,189,0.38,0,
158.19,136.13,37975.66,126,189,0.4,0,
161.7,138,37369.75,128,189,0.38,0,
162.97,139.79,37205.62,132,189,0.4,0,
164.81,140.07,37314.98,135,188,0.41,0,
166.98,141.54,37479.43,138,189,0.39,0,
169.39,142.46,37534.35,141,189,0.38,0,
171.74,143.17,37644.36,143,189,0.38,0,
174.51,143.81,37534.35,146,189,0.37,0,
173.88,145.81,38142.05,150,189,0.39,0,
181.1,145.9,36770.32,152,189,0.4,0,
190.85,147.85,37205.62,155,189,0.39,0,
170.26,144.22,34958.33,105,58,0.38,0,
23.92,21.68,-43.41,13,1,0.52,1,20%
24.02,23.82,-43.41,13,1,0.52,1,20%
24.51,23.92,-43.41,14,100,0.5,1,20%
24.7,20.83,-43.41,14,120,0.5,1,20%
23.92,23.92,-43.41,15,147,0.5,1,20%
23.92,24.8,-43.41,15,132,0.5,1,20%
24.12,24.51,-43.41,15,20,0.5,1,20%
24.02,24.31,-43.41,15,39,0.5,1,20%
23.92,23.52,-43.41,15,38,0.5,1,20%
24.21,21.68,-43.41,15,37,0.5,1,20%
24.12,23.62,-43.41,15,36,0.48,1,20%
24.12,24.12,-43.41,15,35,0.5,1,20%
24.89,24.7,-43.41,15,33,0.5,1,20%
24.12,23.92,-43.41,15,32,0.49,1,20%
24.31,22.92,-43.41,14,31,0.5,1,20%
24.21,22.3,-43.41,14,30,0.49,1,20%
24.41,23.12,-43.41,14,29,0.5,1,20%
24.51,24.02,-43.41,14,28,0.5,1,20%
24.6,24.31,-43.41,14,27,0.49,1,20%
24.89,25.18,-43.41,14,27,0.51,1,20%
24.7,23.12,-43.41,14,27,0.49,1,20%
25.18,23.02,-43.41,14,27,0.49,1,20%
25.28,23.72,-43.41,14,27,0.49,1,20%
25.28,23.92,-43.41,14,27,0.5,1,20%
25.65,24.31,-43.41,14,26,0.5,1,20%
25.84,24.89,-43.41,14,26,0.5,1,20%
26.03,23.92,-43.41,14,26,0.5,1,20%
25.75,22.92,-43.41,14,26,0.49,1,20%
26.3,23.32,-43.41,14,26,0.48,1,20%
26.67,25.56,-43.41,14,26,0.49,1,20%
26.76,24.21,-43.41,14,26,0.49,1,20%
27.12,24.02,-43.41,14,25,0.49,1,20%
27.21,23.72,-43.41,14,25,0.47,1,20%
27.74,24.21,-43.41,14,25,0.49,1,20%
27.74,25.46,-43.41,14,26,0.5,1,20%
27.74,26.4,-43.41,14,26,0.49,1,20%
28.44,26.21,-43.41,14,26,0.48,1,20%
28.86,24.7,-43.41,14,26,0.49,1,20%
28.86,26.4,-43.41,14,26,0.5,1,20%
29.03,27.12,-43.41,14,27,0.47,1,20%
29.2,26.94,-43.41,14,26,0.48,1,20%
29.7,25.84,-43.41,14,26,0.5,1,20%
29.86,26.03,-43.41,14,26,0.49,1,20%
30.19,26.21,-43.41,14,26,0.49,1,20%
30.35,27.48,-43.41,14,26,0.49,1,20%
30.98,25.65,-43.41,14,26,0.48,1,20%
30.98,26.03,-43.41,14,26,0.48,1,20%
31.14,26.76,-43.41,14,25,0.49,1,20%
31.29,27.12,-43.41,14,25,0.48,1,20%
31.45,28.69,-43.41,14,26,0.49,1,20%
31.76,29.12,-43.41,14,25,0.47,1,20%
32.28,29.37,-43.41,14,26,0.48,1,20%
32.51,28.69,-43.41,14,26,0.49,1,20%
32.65,27.39,-43.41,14,26,0.5,1,20%
32.87,27.3,-43.41,14,26,0.5,1,20%
33.52,27.65,-43.41,14,27,0.48,1,20%
33.8,29.61,-43.41,14,26,0.49,1,20%
33.8,30.35,-43.41,14,27,0.51,1,20%
33.8,30.19,-43.41,14,26,0.49,1,20%
34.36,27.92,-43.41,14,26,0.49,1,20%
34.63,28.78,-43.41,14,26,0.49,1,20%
23.72,20.83,-43.41,14,109,0.5,1,50%
23.32,21.26,-43.41,14,104,0.5,1,50%
23.82,21.26,-43.41,14,104,0.51,1,50%
22.71,20.83,-43.41,14,104,0.51,1,50%
23.72,20.83,-43.41,15,104,0.5,1,50%
23.12,21.04,-43.41,15,104,0.5,1,50%
23.72,21.68,-43.41,15,103,0.49,1,50%
23.92,21.26,-43.41,15,103,0.5,1,50%
23.82,21.36,-43.41,15,104,0.51,1,50%
24.12,21.68,-43.41,15,103,0.51,1,50%
22.92,20.61,-43.41,15,103,0.49,1,50%
23.22,20.94,-43.41,16,103,0.51,1,50%
24.31,21.26,-43.41,16,103,0.5,1,50%
24.02,21.26,-43.41,16,103,0.49,1,50%
24.51,22.41,-43.41,16,103,0.49,1,50%
25.08,22.41,-43.41,16,103,0.49,1,50%
25.46,22.61,-43.41,16,103,0.5,1,50%
24.41,21.47,-43.41,16,102,0.49,1,50%
25.28,21.57,-43.41,16,103,0.51,1,50%
25.75,22.41,-43.41,16,103,0.49,1,50%
25.46,21.68,-43.41,16,103,0.49,1,50%
25.65,22.2,-43.41,16,103,0.51,1,50%
26.4,23.12,-43.41,16,103,0.5,1,50%
26.76,23.12,-43.41,16,103,0.49,1,50%
27.39,22.82,-43.41,16,103,0.49,1,50%
27.3,23.12,-43.41,16,103,0.5,1,50%
27.65,23.32,-43.41,16,103,0.51,1,50%
28.86,23.82,-43.41,16,103,0.52,1,50%
28.78,23.82,-43.41,17,103,0.52,1,50%
29.2,23.72,-43.41,17,102,0.5,1,50%
30.43,24.89,-43.41,17,102,0.49,1,50%
30.51,24.8,-43.41,17,103,0.5,1,50%
31.06,24.7,-43.41,17,103,0.5,1,50%
31.45,25.75,-43.41,17,104,0.5,1,50%
32.06,25.65,-43.41,17,104,0.5,1,50%
32.8,26.4,-43.41,17,104,0.5,1,50%
33.66,27.12,-43.41,17,104,0.51,1,50%
33.66,26.49,-43.41,17,104,0.51,1,50%
34.63,27.3,-43.41,17,104,0.52,1,50%
35.69,28.52,-43.41,17,103,0.51,1,50%
35.63,27.74,-43.41,17,100,0.51,1,50%
36.45,28.78,-43.41,17,95,0.51,1,50%
36.95,29.03,-43.41,17,91,0.5,1,50%
37.67,29.2,-43.41,17,86,0.51,1,50%
38.47,30.02,-43.41,17,85,0.51,1,50%
38.92,30.43,-43.41,17,85,0.5,1,50%
39.68,30.98,-43.41,17,85,0.51,1,50%
40.35,31.14,-43.41,17,85,0.5,1,50%
40.71,31.45,-43.41,17,85,0.51,1,50%
41.39,32.51,-43.41,17,85,0.5,1,50%
41.96,32.65,-43.41,17,85,0.51,1,50%
42.68,33.8,-43.41,17,85,0.52,1,50%
43.25,33.73,-43.41,17,85,0.51,1,50%
43.96,34.5,-43.41,17,85,0.5,1,50%
44.44,35.04,-43.41,17,85,0.51,1,50%
44.86,35.43,-43.41,17,85,0.52,1,50%
45.46,35.95,-43.41,17,85,0.5,1,50%
46.07,36.08,-43.41,17,85,0.5,1,50%
46.62,36.83,-43.41,18,85,0.51,1,50%
47.08,37.67,-43.41,17,85,0.5,1,50%
47.46,37.9,-43.41,18,85,0.52,1,50%
48.08,38.64,-43.41,18,85,0.5,1,50%
48.43,38.7,-43.41,18,84,0.51,1,50%
49.01,39.41,-43.41,18,85,0.51,1,50%
49.45,39.84,-43.41,18,85,0.5,1,50%
49.88,40.3,-43.41,18,85,0.51,1,50%
50.34,40.95,-43.41,18,85,0.5,1,50%
50.7,41.72,-43.41,18,85,0.5,1,50%
51.28,41.86,-43.41,18,85,0.49,1,50%
51.78,42.14,-43.41,18,85,0.5,1,50%
52.22,42.68,-43.41,18,85,0.51,1,50%
52.5,42.95,-43.41,18,85,0.51,1,50%
52.9,43.25,-43.41,19,85,0.51,1,50%
53.32,43.96,-43.41,19,85,0.5,1,50%
53.63,44.12,-43.41,19,85,0.52,1,50%
54.16,44.82,-43.41,19,85,0.49,1,50%
54.59,45.2,-43.41,19,85,0.49,1,50%
54.96,45.42,-43.41,19,85,0.5,1,50%
55.52,45.93,-43.41,19,85,0.5,1,50%
56,46.38,-43.41,19,85,0.51,1,50%
56.22,46.58,-43.41,19,85,0.51,1,50%
56.58,47.01,-43.41,19,85,0.5,1,50%
57,47.34,-43.41,19,85,0.51,1,50%
57.52,47.68,-43.41,19,85,0.51,1,50%
57.86,47.96,-43.41,19,85,0.5,1,50%
58.63,48.69,-43.41,20,85,0.5,1,50%
